timestamp (μs),power (μA),pins (D0-D7)
1847144,4.50956,01000000
1847183,4.426038,01000000
1847315,4.4392257,01000000
1847353,4.390871,01000000
1847392,4.3469114,01000000
1847481,4.1095343,01000000
1847521,4.153493,01000000
1847558,4.206243,01000000
1847653,4.179868,01000000
1847694,4.034804,01000000
1847730,3.9996364,01000000
1850056,3.8325927,01000000
1850108,3.762259,01000000
1850162,3.7095082,01000000
1850296,3.6523614,01000000
1850349,3.6215904,01000000
1850400,3.639174,01000000
1850458,3.4369628,01000000
1850511,3.4281707,01000000
1850565,3.542464,01000000
1850623,3.516089,01000000
1850678,3.3490453,01000000
1850731,3.4281712,01000000
1850789,3.2918983,01000000
1850845,3.2918983,01000000
1850897,3.2171688,01000000
1850949,3.186397,01000000
1851007,3.1424384,01000000
1851061,3.1292505,01000000
1851115,3.0237494,01000000
1851201,2.8742893,01000000
1851264,2.9578109,01000000
1851314,2.8918724,01000000
1851355,2.874289,01000000
1851394,2.6237233,01000000
1851431,2.8083508,01000000
1851469,2.883081,01000000
1851566,2.7951632,01000000
1851604,2.628119,01000000
1851642,2.6676822,01000000
1851735,2.6544948,01000000
1851773,2.636911,01000000
1851812,2.6544948,01000000
1851900,2.7731836,01000000
1851940,2.557785,01000000
1851978,2.5094304,01000000
1852071,2.447888,01000000
1852110,2.4522839,01000000
1852149,2.3951373,01000000
1852186,2.3291984,01000000
1852308,2.3775535,01000000
1852344,2.3248029,01000000
1852381,2.5929523,01000000
1852474,2.5577848,01000000
1852512,2.329199,01000000
1852551,2.2676563,01000000
1852638,2.1357799,01000000
1852676,2.1665506,01000000
1852713,2.0346742,01000000
1852802,2.0962167,01000000
1852840,2.0610497,01000000
1852878,2.1753426,01000000
1855210,2.0874248,01000000
1855263,2.0478616,01000000
1855323,2.118196,01000000
1855382,1.8720262,01000000
1855435,1.933569,01000000
1855488,2.1050086,01000000
1855547,1.9775274,01000000
1855597,1.8368593,01000000
1855650,1.9335687,01000000
1855708,1.8984019,01000000
1855762,1.8104839,01000000
1855815,1.8104837,01000000
1855869,1.9775276,01000000
1855926,1.7357538,01000000
1855980,1.691795,01000000
1856034,1.8588387,01000000
1856092,1.8368593,01000000
1856144,1.8456509,01000000
1856197,1.6917948,01000000
1856250,1.6214606,01000000
1856330,1.691795,01000000
1856367,1.8060879,01000000
1856404,1.6961908,01000000
1856473,1.5599183,01000000
1856512,1.6390442,01000000
1856549,1.639044,01000000
1856647,1.5950854,01000000
1856685,1.5159591,01000000
1856722,1.7005867,01000000
1856818,1.4983757,01000000
1856855,1.4368331,01000000
1856893,1.5247511,01000000
1856983,1.4544168,01000000
1857021,1.4412291,01000000
1857059,1.5731058,01000000
1857095,1.5423347,01000000
1857215,1.5115634,01000000
1857252,1.331332,01000000
1857295,1.4412291,01000000
1857385,1.3049567,01000000
1857422,1.24781,01000000
1857459,1.2170388,01000000
1857555,1.3005607,01000000
1857593,1.5203551,01000000
1857629,1.4763963,01000000
1857719,1.366499,01000000
1857757,1.3621031,01000000
1857794,1.2258307,01000000
1857891,1.3137485,01000000
1857928,1.3796867,01000000
1857965,1.3840824,01000000
1858004,1.326936,01000000
1860335,1.4280415,01000000
1860388,1.3401237,01000000
1860445,1.3049567,01000000
1860502,1.2917689,01000000
1860552,1.3401238,01000000
1860605,1.3752908,01000000
1860663,1.1642882,01000000
1860716,1.2346226,01000000
1860769,1.1642882,01000000
1860828,1.1994551,01000000
1860881,1.3577073,01000000
1860935,1.32254,01000000
1860994,1.2653935,01000000
1861047,1.2346224,01000000
1861099,1.1467044,01000000
1861152,1.2038511,01000000
1861241,1.1379128,01000000
1861307,1.1642882,01000000
1861348,1.1511004,01000000
1861387,1.1335169,01000000
1861424,1.1203291,01000000
1861461,1.208247,01000000
1861557,1.2566019,01000000
1861596,1.0807662,01000000
1861631,1.0412033,01000000
1861728,1.1027455,01000000
1861765,1.1774757,01000000
1861801,1.1071417,01000000
1861893,1.0719744,01000000
1861932,0.9928483,01000000
1861969,1.0939538,01000000
1862004,1.0543909,01000000
1862095,1.1247251,01000000
1862132,0.9796608,01000000
1862170,1.0455991,01000000
1862299,0.9532854,01000000
1862335,0.94449365,01000000
1862372,1.0192238,01000000
1862466,0.97086906,01000000
1862503,1.0499951,01000000
1862539,1.0719744,01000000
1862630,1.0543909,01000000
1862667,1.0983498,01000000
1862704,0.9796607,01000000
1862795,0.8389923,01000000
1862832,1.1203293,01000000
1862868,1.010432,01000000
1862905,1.203851,01000000
1862997,6.791026,01000000
1863034,6.6459627,01000000
1863071,6.6723375,01000000
1865436,6.443751,01000000
1865488,6.4349594,01000000
1865541,6.1975813,01000000
1865601,6.0085583,01000000
1865654,5.968995,01000000
1865704,5.850306,01000000
1865762,5.947016,01000000
1865815,5.8898687,01000000
1865868,5.960203,01000000
1865926,5.6964493,01000000
1865979,5.670074,01000000
1866032,5.4414887,01000000
1866092,5.3623624,01000000
1866145,5.2392774,01000000
1866200,5.243673,01000000
1866261,5.1249843,01000000
1866320,4.9491487,01000000
1866357,4.878814,01000000
1866394,4.8260636,01000000
1866465,4.6150613,01000000
1866502,4.5667067,01000000
1866538,4.5359354,01000000
1866642,4.597478,01000000
1866666,4.461205,01000000
1866702,4.5359354,01000000
1866793,4.377683,01000000
1866830,4.162284,01000000
1866866,4.1666803,01000000
1866903,4.272182,01000000
1866989,4.021616,01000000
1867027,4.052387,01000000
1867063,4.0216165,01000000
1867210,4.004032,01000000
1867248,3.946886,01000000
1867288,3.8677597,01000000
1867382,3.5688396,01000000
1867418,3.590819,01000000
1867455,3.6303818,01000000
1867548,3.7226956,01000000
1867587,3.3974,01000000
1867623,3.432567,01000000
1867719,3.432567,01000000
1867757,3.362233,01000000
1867791,3.3490453,01000000
1867828,3.3402534,01000000
1867916,3.2699192,01000000
1867954,3.2127724,01000000
1867988,3.2171683,01000000
1868085,3.1336465,01000000
1868123,3.2875028,01000000
1868157,3.0589166,01000000
1870547,3.2259603,01000000
1870600,3.1380424,01000000
1870653,2.9490192,01000000
1870712,3.0984793,01000000
1870765,3.0061657,01000000
1870815,2.799559,01000000
1870873,2.720433,01000000
1870926,2.667682,01000000
1870979,2.7424126,01000000
1871037,2.6281195,01000000
1871090,2.6896615,01000000
1871143,2.6457028,01000000
1871198,2.6149316,01000000
1871329,2.570973,01000000
1871370,2.5314097,01000000
1871406,2.5314095,01000000
1871476,2.518222,01000000
1871513,2.483055,01000000
1871550,2.4874506,01000000
1871639,2.4390957,01000000
1871677,2.4522836,01000000
1871713,2.4610755,01000000
1871810,2.3379903,01000000
1871847,2.2896357,01000000
1871884,2.1006124,01000000
1871922,2.0390701,01000000
1872008,2.122592,01000000
1872045,2.0962167,01000000
1872082,2.1885304,01000000
1872210,2.1533632,01000000
1872246,2.0126946,01000000
1872288,2.1401753,01000000
1872377,2.091821,01000000
1872416,1.9687357,01000000
1872453,2.0918207,01000000
1872550,1.9467566,01000000
1872587,1.8456509,01000000
1872622,1.7841084,01000000
1872718,1.8676304,01000000
1872755,1.9951112,01000000
1872792,2.0214868,01000000
1872828,1.9027975,01000000
1872916,1.8192756,01000000
1872952,1.9115893,01000000
1872989,1.8500468,01000000
1873086,1.7841084,01000000
1873123,1.7225662,01000000
1873160,1.7137743,01000000
1873295,1.7709208,01000000
1873330,1.5511265,01000000
1873366,1.6698154,01000000
1875655,1.6346481,01000000
1875712,1.7313579,01000000
1875765,1.5379388,01000000
1875824,1.691795,01000000
1875877,1.6830031,01000000
1875932,1.5994812,01000000
1875990,1.5423346,01000000
1876041,1.5994811,01000000
1876094,1.5643141,01000000
1876146,1.5555224,01000000
1876231,1.3752909,01000000
1876292,1.4104578,01000000
1876348,1.5555223,01000000
1876394,1.5950854,01000000
1876432,1.5159591,01000000
1876469,1.4807922,01000000
1876550,1.5379388,01000000
1876588,1.64344,01000000
1876625,1.3269361,01000000
1876720,1.2829771,01000000
1876758,1.450021,01000000
1876796,1.5247511,01000000
1876835,1.5731058,01000000
1876913,1.5555222,01000000
1876953,1.489584,01000000
1876989,1.3796867,01000000
1877087,1.326936,01000000
1877126,1.4280415,01000000
1877163,1.2741854,01000000
1877297,1.2214347,01000000
1877335,1.2653935,01000000
1877373,1.3533114,01000000
1877461,1.3225402,01000000
1877498,1.3049564,01000000
1877536,1.3005606,01000000
1877631,1.2917689,01000000
1877670,1.1379128,01000000
1877707,1.2038511,01000000
1877745,1.045599,01000000
1877834,1.1159334,01000000
1877872,1.1511004,01000000
1877911,1.2917688,01000000
1877998,1.2609978,01000000
1878036,1.1467044,01000000
1878074,1.2170388,01000000
1878200,1.1906635,01000000
1878238,1.1291211,01000000
1878280,1.2126429,01000000
1878373,1.1027458,01000000
1878412,1.045599,01000000
1878450,1.0851619,01000000
1880770,0.95328534,01000000
1880823,1.1598922,01000000
1880876,1.0719745,01000000
1880935,1.0719745,01000000
1880985,1.1467047,01000000
1881038,1.3005607,01000000
1881096,1.2170389,01000000
1881149,1.0675786,01000000
1881202,1.014828,01000000
1881270,1.0719744,01000000
1881323,1.2258304,01000000
1881372,1.1115376,01000000
1881410,1.0412031,01000000
1881460,1.0631826,01000000
1881499,1.0324113,01000000
1881537,1.0455991,01000000
1881620,1.0455991,01000000
1881658,1.0280156,01000000
1881696,1.2302264,01000000
1881735,1.1994553,01000000
1881816,0.97526485,01000000
1881856,1.1598923,01000000
1881893,1.1071416,01000000
1881984,0.95768136,01000000
1882022,1.0016402,01000000
1882061,1.1159333,01000000
1882205,0.99724424,01000000
1882244,1.0499951,01000000
1882290,1.164288,01000000
1882379,1.1379128,01000000
1882418,4.171077,01000000
1882455,6.7514634,01000000
1882546,6.663545,01000000
1882587,6.5096903,01000000
1882624,6.4745226,01000000
1882662,6.3778124,01000000
1882747,6.338249,01000000
1882785,6.1887903,01000000
1882824,6.0788927,01000000
1882910,5.9514112,01000000
1882951,5.841514,01000000
1882988,5.6612825,01000000
1883081,5.590949,01000000
1883122,5.5030303,01000000
1883161,5.472259,01000000
1883288,5.309612,01000000
1883327,5.4546757,01000000
1883364,5.120588,01000000
1883454,5.0502543,01000000
1883495,4.940357,01000000
1883531,5.019483,01000000
1883573,4.8744187,01000000
1885920,4.870023,01000000
1885973,4.7908964,01000000
1886028,4.8392515,01000000
1886085,4.7205625,01000000
1886139,4.5271435,01000000
1886192,4.4919763,01000000
1886312,4.2985573,01000000
1886362,4.333724,01000000
1886415,4.4875803,01000000
1886474,4.276578,01000000
1886527,4.1139297,01000000
1886580,4.1139297,01000000
1886638,4.0699706,01000000
1886693,4.0216165,01000000
1886747,3.9952407,01000000
1886804,3.946886,01000000
1886859,3.9293022,01000000
1886911,3.9117188,01000000
1886969,3.8194053,01000000
1887023,3.6831326,01000000
1887076,3.5996108,01000000
1887129,3.7007165,01000000
1887226,3.678737,01000000
1887290,3.3842118,01000000
1887343,3.4897132,01000000
1887396,3.516089,01000000
1887437,3.4281712,01000000
1887476,3.3886077,01000000
1887549,3.2875028,01000000
1887589,3.0545204,01000000
1887629,3.2083766,01000000
1887668,3.0413327,01000000
1887745,3.041333,01000000
1887786,3.0193534,01000000
1887825,2.9270396,01000000
1887916,2.9358315,01000000
1887957,2.8611014,01000000
1887996,2.8259342,01000000
1888088,2.8654974,01000000
1888128,2.9006646,01000000
1888167,2.874289,01000000
1888290,2.786371,01000000
1888329,2.720433,01000000
1888366,2.7468083,01000000
1888453,2.6720786,01000000
1888494,2.570973,01000000
1888531,2.5753684,01000000
1888571,2.6544945,01000000
1888659,2.6369112,01000000
1888698,2.483055,01000000
1888739,2.5621808,01000000
1891034,2.4215124,01000000
1891085,2.6149313,01000000
1891137,2.4127204,01000000
1891220,2.3555741,01000000
1891282,2.1841345,01000000
1891335,2.3687615,01000000
1891395,2.3731577,01000000
1891444,2.2852397,01000000
1891497,2.2061138,01000000
1891555,2.1577592,01000000
1891608,2.0522578,01000000
1891661,2.0918207,01000000
1891719,2.0170903,01000000
1891772,2.2456768,01000000
1891827,2.0742373,01000000
1891884,2.043466,01000000
1891937,2.1006126,01000000
1891989,1.9775276,01000000
1892047,1.9467564,01000000
1892101,2.0610497,01000000
1892154,2.043466,01000000
1892207,2.0302782,01000000
1892305,1.9335686,01000000
1892358,1.9379647,01000000
1892404,1.8236716,01000000
1892457,1.9379647,01000000
1892497,1.7093782,01000000
1892536,1.7357538,01000000
1892575,1.7313579,01000000
1892654,1.7401497,01000000
1892694,1.647836,01000000
1892735,1.6522318,01000000
1892823,1.7797127,01000000
1892863,1.612669,01000000
1892902,1.6302522,01000000
1892993,1.7005867,01000000
1893032,1.6566279,01000000
1893073,1.5731059,01000000
1893197,1.6038771,01000000
1893237,1.6346483,01000000
1893284,1.4983759,01000000
1893367,1.4939799,01000000
1893405,1.5335428,01000000
1893442,1.450021,01000000
1893480,1.4148538,01000000
1893561,1.4148538,01000000
1893599,1.5335429,01000000
1893638,1.3884785,01000000
1893731,1.4983757,01000000
1893770,1.5687101,01000000
1893808,1.5555222,01000000
1896225,1.5775018,01000000
1896286,1.5115634,01000000
1896339,1.3445199,01000000
1896400,1.2785811,01000000
1896453,1.3357279,01000000
1896507,1.3005607,01000000
1896565,1.2434142,01000000
1896616,1.4192498,01000000
1896669,1.4192497,01000000
1896727,1.3928742,01000000
1896780,1.3489156,01000000
1896833,1.1554964,01000000
1896891,1.2741854,01000000
1896944,1.2829771,01000000
1896999,1.2214347,01000000
1897058,1.3005607,01000000
1897111,1.2609978,01000000
1897164,1.2917688,01000000
1897217,1.3005607,01000000
1897304,1.2346224,01000000
1897372,1.2170389,01000000
1897402,1.1906635,01000000
1897457,1.2346224,01000000
1897496,1.1247251,01000000
1897534,1.1467046,01000000
1897572,1.0851622,01000000
1897651,1.129121,01000000
1897690,1.331332,01000000
1897728,1.3049566,01000000
1897825,1.2522058,01000000
1897865,1.1818717,01000000
1897902,1.17308,01000000
1897996,1.1906636,01000000
1898035,1.2785814,01000000
1898073,1.1642882,01000000
1898196,1.168684,01000000
1898238,1.1247251,01000000
1898282,1.1818718,01000000
1898364,1.1774757,01000000
1898402,1.0675784,01000000
1898440,1.0455992,01000000
1898477,0.97086906,01000000
1898566,1.0587866,01000000
1898604,1.252206,01000000
1898641,1.1247251,01000000
1898737,1.1906636,01000000
1898774,1.0499951,01000000
1898812,1.0763705,01000000
1898902,1.2522061,01000000
1898939,1.2434142,01000000
1898977,1.1511004,01000000
1901303,1.0675786,01000000
1901355,1.1423087,01000000
1901408,1.089558,01000000
1901468,1.1159333,01000000
1901520,1.1818717,01000000
1901571,1.1247251,01000000
1901629,1.2258307,01000000
1901682,1.010432,01000000
1901735,1.168684,01000000
1901791,1.0587867,01000000
1901846,1.1730798,01000000
1901899,1.1598922,01000000
1901954,1.5423344,01000000
1902012,6.909715,01000000
1902066,6.694317,01000000
1902118,6.8349853,01000000
1902208,6.54046,01000000
1902268,6.3338537,01000000
1902320,6.3250628,01000000
1902379,6.1887894,01000000
1902420,6.0437255,01000000
1902457,5.964599,01000000
1902495,5.938224,01000000
1902567,5.7843676,01000000
1902604,5.7492003,01000000
1902642,5.5162187,01000000
1902736,5.533802,01000000
1902773,5.4942393,01000000
1902812,5.406321,01000000
1902901,5.2876325,01000000
1902939,5.3491745,01000000
1902976,5.2744446,01000000
1903072,5.0854216,01000000
1903111,5.010691,01000000
1903149,4.777709,01000000
1903284,4.790897,01000000
1903322,4.6853952,01000000
1903357,4.6238527,01000000
1903394,4.615061,01000000
1903483,4.553519,01000000
1903520,4.5271435,01000000
1903557,4.373287,01000000
1903648,4.1798677,01000000
1903685,4.135909,01000000
1903722,3.982053,01000000
1903819,4.021616,01000000
1903858,3.8897395,01000000
1903895,3.8853436,01000000
1903985,3.9205105,01000000
1904022,3.8106132,01000000
1904059,3.8677597,01000000
1906362,3.6831326,01000000
1906415,3.7754464,01000000
1906469,3.740279,01000000
1906527,3.6831326,01000000
1906581,3.6435695,01000000
1906631,3.5116932,01000000
1906689,3.4457545,01000000
1906742,3.4237752,01000000
1906797,3.441359,01000000
1906853,3.195189,01000000
1906908,3.3534412,01000000
1906962,3.2655232,01000000
1907016,3.3006902,01000000
1907075,3.2215645,01000000
1907129,3.0457287,01000000
1907180,3.006166,01000000
1907291,2.997374,01000000
1907344,2.9402275,01000000
1907396,2.7907672,01000000
1907439,2.6720784,01000000
1907476,2.8786852,01000000
1907513,2.7292247,01000000
1907550,2.7468083,01000000
1907644,2.7556002,01000000
1907682,2.6281192,01000000
1907718,2.6676824,01000000
1907808,2.5094304,01000000
1907845,2.6193275,01000000
1907882,2.636911,01000000
1907978,2.5314097,01000000
1908017,2.3819494,01000000
1908054,2.5314097,01000000
1908188,2.3731577,01000000
1908227,2.3335948,01000000
1908270,2.2544687,01000000
1908307,2.3028233,01000000
1908386,2.3116152,01000000
1908421,2.2588646,01000000
1908458,2.4478877,01000000
1908562,2.245677,01000000
1908598,2.3116152,01000000
1908634,2.1929262,01000000
1908729,2.0742373,01000000
1908766,2.1050084,01000000
1908802,1.9819237,01000000
1908895,1.9159851,01000000
1908933,2.0302782,01000000
1908970,1.9819235,01000000
1909066,1.841255,01000000
1909104,1.8852141,01000000
1909141,1.8940058,01000000
1909179,1.8148798,01000000
1911527,1.8896099,01000000
1911580,1.8500469,01000000
1911638,1.8808181,01000000
1911694,1.8632348,01000000
1911744,1.801692,01000000
1911799,1.7709208,01000000
1911856,1.8544428,01000000
1911908,1.9379647,01000000
1911961,1.8104839,01000000
1912020,1.7885046,01000000
1912073,1.8324635,01000000
1912128,1.6873991,01000000
1912205,1.8148798,01000000
1912264,1.5775018,01000000
1912319,1.5467305,01000000
1912375,1.64344,01000000
1912426,1.6566279,01000000
1912461,1.485188,01000000
1912499,1.3752909,01000000
1912565,1.6170648,01000000
1912602,1.5599182,01000000
1912639,1.5599182,01000000
1912728,1.4983758,01000000
1912765,1.4895838,01000000
1912802,1.4676044,01000000
1912893,1.485188,01000000
1912930,1.4632086,01000000
1912967,1.5906894,01000000
1913063,1.5467304,01000000
1913102,1.3401237,01000000
1913139,1.4588128,01000000
1913174,1.4456251,01000000
1913306,1.4324373,01000000
1913340,1.4588126,01000000
1913376,1.4192497,01000000
1913470,1.3445196,01000000
1913507,1.3181442,01000000
1913544,1.3137484,01000000
1913640,1.4148538,01000000
1913678,1.5818976,01000000
1913714,1.3884785,01000000
1913813,1.3840826,01000000
1913850,1.4324375,01000000
1913887,1.4763963,01000000
1913977,1.3664991,01000000
1914015,1.4368333,01000000
1914052,1.3840826,01000000
1914088,1.3884784,01000000
1914211,1.32254,01000000
1914250,1.2961648,01000000
1914296,1.1554962,01000000
1916631,1.1598923,01000000
1916683,1.133517,01000000
1916736,1.2302263,01000000
1916795,1.1906636,01000000
1916849,1.1906635,01000000
1916899,1.1247251,01000000
1916958,0.9532854,01000000
1917010,1.0763705,01000000
1917063,1.049995,01000000
1917207,1.208247,01000000
1917265,1.3401238,01000000
1917324,1.2390182,01000000
1917379,1.2785811,01000000
1917430,1.3401237,01000000
1917467,1.2170388,01000000
1917504,1.2258304,01000000
1917567,1.1598923,01000000
1917604,1.1467046,01000000
1917641,1.0939538,01000000
1917728,1.0807662,01000000
1917767,1.0016401,01000000
1917803,1.1642882,01000000
1917897,1.2126429,01000000
1917935,1.1379129,01000000
1917972,1.0983498,01000000
1918068,1.1291211,01000000
1918108,1.1598923,01000000
1918145,1.2609977,01000000
1918180,1.1730798,01000000
1918306,1.1335169,01000000
1918340,1.0192238,01000000
1918376,1.1467044,01000000
1918470,1.0939538,01000000
1918507,0.98405665,01000000
1918544,0.97966063,01000000
1918635,1.0631826,01000000
1918674,1.1027457,01000000
1918709,1.1071415,01000000
1918799,1.0412031,01000000
1918837,0.98845255,01000000
1918874,0.9664731,01000000
1918970,1.1291211,01000000
1919007,1.1071416,01000000
1919044,1.1071415,01000000
1919081,1.0455991,01000000
1919216,3.063312,01000000
1919259,6.905319,01000000
1919295,6.738276,01000000
1919389,6.58442,01000000
1919428,6.4525423,01000000
1919463,6.2986865,01000000
1921740,6.3338537,01000000
1921792,6.16681,01000000
1921845,6.0481215,01000000
1921903,5.933828,01000000
1921957,5.8195343,01000000
1922007,5.6832623,01000000
1922066,5.463468,01000000
1922119,5.52501,01000000
1922172,5.4283004,01000000
1922227,5.3359866,01000000
1922320,5.327195,01000000
1922374,5.2436733,01000000
1922429,5.1469636,01000000
1922478,4.887606,01000000
1922515,4.870023,01000000
1922553,4.7029786,01000000
1922645,4.7908964,01000000
1922683,4.6897917,01000000
1922721,4.601874,01000000
1922802,4.4699965,01000000
1922840,4.6194572,01000000
1922878,4.333724,01000000
1922976,4.184264,01000000
1923015,4.1886597,01000000
1923053,4.276578,01000000
1923091,4.0479918,01000000
1923217,4.1315136,01000000
1923261,4.061179,01000000
1923301,3.9556777,01000000
1923390,3.898531,01000000
1923430,3.8501763,01000000
1923467,3.6699448,01000000
1923553,3.6040065,01000000
1923592,3.4281712,01000000
1923630,3.4941096,01000000
1923724,3.5556521,01000000
1923763,3.4941094,01000000
1923801,3.4281712,01000000
1923888,3.4457545,01000000
1923928,3.3270657,01000000
1923966,3.2699192,01000000
1924003,3.2435436,01000000
1924092,3.2962945,01000000
1924131,3.0589163,01000000
1924168,3.067708,01000000
1924304,2.992978,01000000
1924340,2.949019,01000000
1924378,3.00177,01000000
1924465,2.9006643,01000000
1924505,2.8567054,01000000
1924540,2.9534152,01000000
1926855,2.9050603,01000000
1926907,2.7819755,01000000
1926961,2.8479137,01000000
1927019,2.9050603,01000000
1927073,2.7819753,01000000
1927123,2.6281192,01000000
1927179,2.7072453,01000000
1927245,2.6017437,01000000
1927305,2.7072453,01000000
1927363,2.5445974,01000000
1927416,2.6193275,01000000
1927463,2.5753684,01000000
1927502,2.4215124,01000000
1927561,2.2588646,01000000
1927600,2.232489,01000000
1927639,2.3116152,01000000
1927728,2.2324893,01000000
1927767,2.1841345,01000000
1927806,2.3116155,01000000
1927910,2.2105095,01000000
1927937,2.1753426,01000000
1927975,2.2588644,01000000
1928014,2.1138003,01000000
1928091,2.1665509,01000000
1928130,2.2984276,01000000
1928169,2.1973221,01000000
1928298,2.1885304,01000000
1928337,2.043466,01000000
1928375,2.078633,01000000
1928466,2.0698414,01000000
1928505,2.0610497,01000000
1928544,2.078633,01000000
1928636,1.9291728,01000000
1928674,1.8676306,01000000
1928713,1.7533375,01000000
1928806,1.9027973,01000000
1928846,1.7489414,01000000
1928887,1.7972962,01000000
1928923,1.691795,01000000
1929004,1.7841085,01000000
1929045,1.722566,01000000
1929081,1.7885042,01000000
1929206,1.8500469,01000000
1929246,1.757733,01000000
1929292,1.7841085,01000000
1929380,1.7621291,01000000
1929418,1.7357538,01000000
1929455,1.7357537,01000000
1929548,1.5467306,01000000
1929589,1.6214606,01000000
1929625,1.5379387,01000000
1931960,1.5071675,01000000
1932012,1.5555223,01000000
1932065,1.5335429,01000000
1932118,1.5775017,01000000
1932239,1.5775017,01000000
1932301,1.5203551,01000000
1932358,1.485188,01000000
1932409,1.4192498,01000000
1932462,1.4412291,01000000
1932515,1.5511265,01000000
1932573,1.480792,01000000
1932626,1.4412292,01000000
1932680,1.4280415,01000000
1932736,1.4544168,01000000
1932789,1.5203552,01000000
1932844,1.410458,01000000
1932901,1.3445196,01000000
1932955,1.3533114,01000000
1933007,1.331332,01000000
1933065,1.3621032,01000000
1933118,1.1994553,01000000
1933173,1.1071415,01000000
1933225,1.208247,01000000
1933316,1.1379129,01000000
1933369,1.1335169,01000000
1933422,1.1906635,01000000
1933469,1.3664991,01000000
1933509,1.1906636,01000000
1933548,1.3621031,01000000
1933640,1.3884785,01000000
1933680,1.2829771,01000000
1933720,1.2390182,01000000
1933810,1.2961648,01000000
1933849,1.3005607,01000000
1933888,1.3137484,01000000
1933928,1.2653935,01000000
1934002,1.2697896,01000000
1934042,1.2346224,01000000
1934081,1.1335169,01000000
1934210,1.3884785,01000000
1934249,1.331332,01000000
1934294,1.2566017,01000000
1934378,1.2522061,01000000
1934417,1.3533113,01000000
1934456,1.3401238,01000000
1934547,1.1862676,01000000
1934587,1.1511004,01000000
1934625,1.3752908,01000000
1934712,1.3489155,01000000
1934752,1.3708949,01000000
1934791,1.3708951,01000000
1934832,1.3577073,01000000
1937116,1.3093526,01000000
1937168,1.1598923,01000000
1937221,1.2653936,01000000
1937314,1.1335169,01000000
1937364,1.1818715,01000000
1937417,1.1906636,01000000
1937475,1.0280155,01000000
1937528,1.1115375,01000000
1937581,1.1115376,01000000
1937651,1.0587867,01000000
1937708,1.0280155,01000000
1937760,0.98405665,01000000
1937820,0.92691004,01000000
1937871,1.1203293,01000000
1937924,1.0807662,01000000
1937981,1.1423086,01000000
1938034,1.0895579,01000000
1938087,1.0104319,01000000
1938140,1.1159334,01000000
1938228,1.1818717,01000000
1938291,1.0675786,01000000
1938348,1.1511004,01000000
1938404,1.1159332,01000000
1938456,1.0236197,01000000
1938495,0.98405665,01000000
1938552,0.94888955,01000000
1938591,0.8873471,01000000
1938630,0.9400978,01000000
1938708,2.6281192,01000000
1938747,6.782234,01000000
1938787,6.694317,01000000
1938825,6.5976067,01000000
1938917,6.5580444,01000000
1938956,6.5140853,01000000
1938995,6.1799974,01000000
1939088,6.1536226,01000000
1939127,6.0832877,01000000
1939165,5.9470153,01000000
1939296,5.8722854,01000000
1939334,5.744805,01000000
1939370,5.7535963,01000000
1939458,5.586552,01000000
1939497,5.4414887,01000000
1939533,5.3887377,01000000
1939627,5.344779,01000000
1939667,5.3359866,01000000
1939703,5.1953187,01000000
1939741,5.028274,01000000
1939830,4.892002,01000000
1939871,4.9491487,01000000
1939909,4.9359612,01000000
1942228,4.8656263,01000000
1942288,4.8876066,01000000
1942343,4.702979,01000000
1942400,4.623853,01000000
1942454,4.3688912,01000000
1942504,4.4787884,01000000
1942562,4.588686,01000000
1942615,4.373287,01000000
1942668,4.2150354,01000000
1942726,4.135909,01000000
1942780,4.0260124,01000000
1942833,4.0435953,01000000
1942892,4.074367,01000000
1942945,4.061179,01000000
1943000,3.8941352,01000000
1943055,3.8545723,01000000
1943108,3.6084027,01000000
1943162,3.6171944,01000000
1943214,3.4985054,01000000
1943309,3.4853177,01000000
1943361,3.5952148,01000000
1943417,3.5468602,01000000
1943472,3.4941096,01000000
1943509,3.4765258,01000000
1943547,3.3754203,01000000
1943622,3.2611275,01000000
1943660,3.199585,01000000
1943697,3.1424384,01000000
1943735,3.195189,01000000
1943823,3.1424382,01000000
1943861,3.1644177,01000000
1943899,3.2127728,01000000
1943994,3.0633123,01000000
1944032,3.063312,01000000
1944069,2.9797904,01000000
1944200,3.0413327,01000000
1944238,3.0193534,01000000
1944282,2.8523097,01000000
1944371,2.795163,01000000
1944411,2.8171425,01000000
1944448,2.6325152,01000000
1944534,2.7556,01000000
1944571,2.6632864,01000000
1944606,2.5314097,01000000
1944643,2.707245,01000000
1944733,2.6149316,01000000
1944771,2.6588905,01000000
1944808,2.6544945,01000000
1944904,2.5226178,01000000
1944941,2.4478877,01000000
1944978,2.403929,01000000
1947341,2.4962428,01000000
1947395,2.403929,01000000
1947447,2.4478877,01000000
1947506,2.4215124,01000000
1947558,2.1489675,01000000
1947609,2.1841347,01000000
1947667,2.0830293,01000000
1947720,2.078633,01000000
1947773,2.0610495,01000000
1947831,2.0390701,01000000
1947884,2.008299,01000000
1947937,2.1357799,01000000
1947996,2.1489673,01000000
1948049,1.9599441,01000000
1948101,1.8940058,01000000
1948153,1.766525,01000000
1948211,1.8500468,01000000
1948274,1.9203812,01000000
1948327,1.9863192,01000000
1948385,1.8984015,01000000
1948438,1.8104839,01000000
1948487,1.9423605,01000000
1948528,1.9159851,01000000
1948564,1.7269619,01000000
1948601,1.9027975,01000000
1948638,1.9379647,01000000
1948726,1.722566,01000000
1948764,1.7093785,01000000
