timestamp (μs),power (μA),pins (D0-D7)
627584,0.86976355,11000000
627623,0.9181183,11000000
627719,0.92251414,11000000
627758,0.8653677,11000000
627797,0.6983239,11000000
627879,0.8170129,11000000
627918,0.84778404,11000000
627957,0.7818458,11000000
628053,0.73349094,11000000
628092,0.9049306,11000000
628131,0.85657585,11000000
628251,0.78624165,11000000
628298,0.72030324,11000000
628337,0.8433882,11000000
628376,0.7554704,11000000
628457,0.7642622,11000000
628495,0.80822116,11000000
628534,0.7906375,11000000
628620,0.7994293,11000000
628660,0.8170129,11000000
628698,0.77744985,11000000
628791,0.7994293,11000000
628830,0.8697635,11000000
628869,0.891743,11000000
628961,0.79503345,11000000
629000,0.8697635,11000000
629039,0.891743,11000000
629126,0.71590745,11000000
629165,0.79063755,11000000
629204,0.77744985,11000000
629246,0.8609718,11000000
631588,0.67634434,11000000
631640,0.8433882,11000000
631696,0.7071156,11000000
631753,0.82140875,11000000
631806,0.65876085,11000000
631859,0.82140875,11000000
631918,0.69832385,11000000
631968,0.7862416,11000000
632021,0.8038252,11000000
632079,0.80822104,11000000
632132,0.82580453,11000000
632184,0.74228275,11000000
632276,0.7554704,11000000
632328,0.7159074,11000000
632381,0.63238543,11000000
632441,0.6851362,11000000
632493,0.83459646,11000000
632546,0.73349094,11000000
632604,0.7686581,11000000
632657,0.69832385,11000000
632711,0.7598663,11000000
632767,0.90932655,11000000
632822,0.79063755,11000000
632873,0.81261694,11000000
632926,0.88295126,11000000
632983,1.006036,11000000
633041,0.78624165,11000000
633070,0.85218,11000000
633129,0.7642622,11000000
633169,0.6895321,11000000
633208,0.69832385,11000000
633248,0.69832385,11000000
633370,0.7994293,11000000
633411,0.7290951,11000000
633450,0.6367814,11000000
633530,0.7115115,11000000
633570,0.7159074,11000000
633610,0.76426214,11000000
633704,0.6675526,11000000
633745,0.5972184,11000000
633785,0.69832385,11000000
633864,0.81261694,11000000
633906,0.76865804,11000000
633944,0.78184575,11000000
634037,0.7686581,11000000
634076,0.7466786,11000000
634116,0.6675526,11000000
634155,6.3602295,11000000
634284,6.65915,11000000
634324,6.5272737,11000000
634367,6.2635193,11000000
636699,6.1887894,11000000
636755,6.122851,11000000
636809,5.9074526,11000000
636868,5.7184296,11000000
636921,5.84591,11000000
636974,5.700846,11000000
637033,5.5953436,11000000
637083,5.30082,11000000
637136,5.120589,11000000
637271,5.3667583,11000000
637325,5.2744446,11000000
637377,5.0546503,11000000
637435,4.8612313,11000000
637488,4.95794,11000000
637541,4.8040843,11000000
637599,4.7073746,11000000
637652,4.702979,11000000
637705,4.5183516,11000000
637764,4.373287,11000000
637817,4.4040585,11000000
637870,4.2853694,11000000
637922,4.131513,11000000
637980,4.2106395,11000000
638032,4.1183257,11000000
638071,3.9688656,11000000
638135,3.9380944,11000000
638176,3.8897393,11000000
638215,4.0216165,11000000
638259,3.8721557,11000000
638375,3.735883,11000000
638415,3.678737,11000000
638453,3.665549,11000000
638529,3.4457545,11000000
638569,3.4589424,11000000
638608,3.467734,11000000
638704,3.4853172,11000000
638744,3.3666291,11000000
638783,3.4457543,11000000
638864,3.344649,11000000
638905,3.2435436,11000000
638943,3.1028752,11000000
639036,2.9270399,11000000
639075,2.8874767,11000000
639114,2.9797904,11000000
639153,3.0149574,11000000
639289,2.8083506,11000000
639327,2.8435178,11000000
639366,2.8303301,11000000
639454,2.751204,11000000
639493,2.8259344,11000000
639533,2.7775795,11000000
641802,2.597348,11000000
641857,2.742412,11000000
641910,2.6500988,11000000
641969,2.5314097,11000000
642021,2.5402017,11000000
642074,2.4918466,11000000
642134,2.553389,11000000
642183,2.3248029,11000000
642236,2.2940316,11000000
642297,2.3687618,11000000
642389,2.2896357,11000000
642442,2.2852397,11000000
642502,2.3072193,11000000
642556,2.2544684,11000000
642609,2.1841345,11000000
642662,2.2149057,11000000
642719,2.2764478,11000000
642772,2.3116152,11000000
642825,2.091821,11000000
642883,2.0962167,11000000
642936,2.1094043,11000000
642988,1.9071934,11000000
643044,2.0962167,11000000
643084,2.0478618,11000000
643123,1.8104837,11000000
643160,1.7972963,11000000
643284,1.7885046,11000000
643323,1.8060879,11000000
643361,1.9599441,11000000
643452,1.8764222,11000000
643490,1.8104839,11000000
643529,1.8148798,11000000
643617,1.7269621,11000000
643658,1.7665249,11000000
643694,1.801692,11000000
643788,1.64344,11000000
643828,1.722566,11000000
643868,1.6082729,11000000
643958,1.6522318,11000000
643999,1.6698154,11000000
644037,1.6038771,11000000
644072,1.4807923,11000000
644154,1.64344,11000000
644194,1.6917948,11000000
644229,1.6522318,11000000
644360,1.5775017,11000000
644396,1.5775017,11000000
644434,1.5159593,11000000
644528,1.6390442,11000000
644566,1.5511262,11000000
644604,1.4412291,11000000
646919,1.4676044,11000000
646972,1.3401237,11000000
647024,1.4104578,11000000
647083,1.331332,11000000
647136,1.32254,11000000
647186,1.3357278,11000000
647244,1.3401238,11000000
647313,1.3445196,11000000
647363,1.2390182,11000000
647420,1.3840826,11000000
647475,1.4676045,11000000
647527,1.3489153,11000000
647581,1.3269361,11000000
647638,1.3401235,11000000
647691,1.2170388,11000000
647744,1.32254,11000000
647803,1.326936,11000000
647858,1.208247,11000000
647909,1.1686839,11000000
647967,1.291769,11000000
648022,1.3708949,11000000
648067,1.3049566,11000000
648109,1.2346224,11000000
648147,1.1818717,11000000
648185,1.1950593,11000000
648222,1.1247251,11000000
648360,1.1379129,11000000
648397,1.1862676,11000000
648434,1.1511004,11000000
648529,1.1379129,11000000
648569,1.1554964,11000000
648607,1.1686839,11000000
648702,1.2522058,11000000
648739,1.049995,11000000
648775,0.9576813,11000000
648864,1.0368073,11000000
648901,1.0455991,11000000
648938,1.168684,11000000
648976,1.1071416,11000000
649062,1.1994551,11000000
649099,1.0631826,11000000
649136,0.9532854,11000000
649276,0.98405665,11000000
649313,1.0236197,11000000
649351,1.1159333,11000000
649438,1.129121,11000000
649478,1.1598923,11000000
649513,1.0851619,11000000
649604,1.0763702,11000000
649643,1.0016401,11000000
649678,0.9752649,11000000
652038,0.9005348,11000000
652084,0.8653676,11000000
652138,0.8653676,11000000
652191,0.9269101,11000000
652311,0.89613885,11000000
652361,0.8785553,11000000
652419,1.0324115,11000000
652473,0.85218,11000000
652526,0.87415946,11000000
652581,0.9796608,11000000
652637,0.90932643,11000000
652692,0.9840566,11000000
652745,1.0983498,11000000
652801,0.94888955,11000000
652856,0.9269101,11000000
652907,0.90053475,11000000
652965,0.966473,11000000
653018,0.83020055,11000000
653068,0.88734704,11000000
653109,0.891743,11000000
653147,0.891743,11000000
653184,0.88734704,11000000
653221,0.9049307,11000000
653358,0.9576813,11000000
653395,0.9532854,11000000
653432,0.8873471,11000000
653523,0.8038252,11000000
653561,0.8653676,11000000
653600,0.90932655,11000000
653697,4.2897654,11000000
653734,6.5976067,11000000
653769,6.5316687,11000000
653858,6.461335,11000000
653895,6.3558335,11000000
653933,6.1536226,11000000
653970,6.0876837,11000000
654057,5.9162445,11000000
654094,5.7667837,11000000
654131,5.6656785,11000000
654276,5.5645733,11000000
654310,5.4458838,11000000
654347,5.3140078,11000000
654438,5.4458838,11000000
654477,5.168943,11000000
654512,5.12938,11000000
654603,5.107401,11000000
654639,4.971128,11000000
654676,4.7645216,11000000
654767,4.7249584,11000000
654804,4.549123,11000000
654841,4.421642,11000000
654879,4.426038,11000000
657215,4.399663,11000000
657276,4.518351,11000000
657335,4.6150613,11000000
657407,4.2941613,11000000
657460,4.3381205,11000000
657518,4.2018476,11000000
657571,4.11393,11000000
657623,3.9776568,11000000
657679,3.8413844,11000000
657736,3.8018215,11000000
657788,3.806218,11000000
657842,3.6963203,11000000
657899,3.5248806,11000000
657951,3.5776315,11000000
658006,3.5908191,11000000
658064,3.4633381,11000000
658100,3.199585,11000000
658137,3.344649,11000000
658174,3.2523353,11000000
658296,3.2127724,11000000
658333,3.0193534,11000000
658370,3.0281453,11000000
658455,3.0105617,11000000
658492,2.9885821,11000000
658529,3.0852916,11000000
658619,3.0501246,11000000
658656,3.0765,11000000
658693,2.900664,11000000
658768,2.7995589,11000000
658805,2.891873,11000000
658842,2.751204,11000000
658879,2.6808703,11000000
658973,2.6193275,11000000
659010,2.5314097,11000000
659046,2.5709727,11000000
659136,2.5270138,11000000
659173,2.4347,11000000
659210,2.364366,11000000
659353,2.4303043,11000000
659389,2.4171166,11000000
659424,2.3511782,11000000
659514,2.4742634,11000000
659551,2.320407,11000000
659588,2.3028235,11000000
659684,2.1973221,11000000
659723,2.2676563,11000000
659758,2.153363,11000000
659794,2.2280931,11000000
659881,2.1797385,11000000
659920,2.2193017,11000000
659955,2.109404,11000000
662298,2.0214865,11000000
662350,1.8984016,11000000
662403,2.0478618,11000000
662461,1.9335687,11000000
662514,1.8940058,11000000
662564,1.8060879,11000000
662622,1.8236717,11000000
662675,1.7533373,11000000
662727,1.8148798,11000000
662785,1.7445456,11000000
662838,1.9643399,11000000
662890,1.9511522,11000000
662950,1.8984016,11000000
663002,1.8500469,11000000
663054,1.5599182,11000000
663100,1.6170647,11000000
663139,1.7885046,11000000
663176,1.770921,11000000
663215,1.7533373,11000000
663356,1.722566,11000000
663393,1.7269621,11000000
663431,1.6038771,11000000
663529,1.6961908,11000000
663569,1.7445456,11000000
663606,1.6566277,11000000
663696,1.7137743,11000000
663733,1.6170648,11000000
663768,1.5599182,11000000
663806,1.5731058,11000000
663893,1.5555223,11000000
663931,1.6302525,11000000
663969,1.5423346,11000000
664078,1.5818977,11000000
664115,1.5027716,11000000
664152,1.3708947,11000000
664267,1.4104578,11000000
664307,1.5775018,11000000
664353,1.5247511,11000000
664432,1.406062,11000000
664469,1.485188,11000000
664506,1.24781,11000000
664602,1.2697895,11000000
664639,1.4192498,11000000
664676,1.3445197,11000000
664713,1.3357279,11000000
664805,1.3093525,11000000
664842,1.2170388,11000000
664879,1.3445196,11000000
664970,1.3225402,11000000
665008,1.1862675,11000000
665045,1.0939538,11000000
667407,1.2566019,11000000
667459,1.1159334,11000000
667512,1.2038511,11000000
667570,1.252206,11000000
667624,1.2609978,11000000
667677,1.17308,11000000
667735,1.1159332,11000000
667785,1.1291211,11000000
667838,1.0587867,11000000
667896,1.2038512,11000000
667949,1.133517,11000000
668002,1.1774757,11000000
668061,1.1423086,11000000
668116,1.0455991,11000000
668155,1.0280156,11000000
668192,1.1818717,11000000
668268,1.0280155,11000000
668308,1.1379129,11000000
668344,0.9400977,11000000
668435,1.168684,11000000
668473,1.1467047,11000000
668510,0.931306,11000000
668606,0.97526485,11000000
668646,1.0368073,11000000
668680,0.9005348,11000000
668718,0.89613885,11000000
668808,0.84778404,11000000
668848,0.97526485,11000000
668883,0.9796608,11000000
668974,1.0719744,11000000
669013,0.93570197,11000000
669047,0.9576813,11000000
669136,1.0192238,11000000
669176,0.9444936,11000000
669213,1.014828,11000000
669344,0.8609718,11000000
669382,1.0499951,11000000
669418,1.0280155,11000000
669506,0.8785553,11000000
669545,0.9137224,11000000
669581,0.8038252,11000000
669618,0.88295114,11000000
669709,1.0543908,11000000
669747,0.8653676,11000000
669784,0.74228275,11000000
669874,0.86976355,11000000
669912,1.0016401,11000000
669949,0.9137224,11000000
670045,0.78624165,11000000
670083,1.0499951,11000000
670120,1.0016402,11000000
672513,0.8697635,11000000
672565,0.9664731,11000000
672618,0.93130606,11000000
672676,0.93570185,11000000
672729,0.9400978,11000000
672779,0.93570185,11000000
672837,1.010432,11000000
672890,1.0631826,11000000
672943,0.97526485,11000000
672999,0.9313059,11000000
673055,0.9137224,11000000
673106,3.94249,11000000
673146,6.8701525,11000000
673273,6.6063986,11000000
673310,6.496501,11000000
673347,6.2898946,11000000
673438,6.09208,11000000
673475,5.8634934,11000000
673513,5.7887635,11000000
673603,5.7316175,11000000
673643,5.793159,11000000
673679,5.555781,11000000
673716,5.3755503,11000000
673795,5.379946,11000000
673832,5.344779,11000000
673870,5.116193,11000000
673969,5.0986094,11000000
674007,5.045858,11000000
674043,4.870023,11000000
674134,4.8084803,11000000
674172,4.786501,11000000
674209,4.738146,11000000
674345,4.619457,11000000
674382,4.694187,11000000
674418,4.6590204,11000000
674508,4.456809,11000000
674548,4.342516,11000000
674584,4.307349,11000000
674622,4.3073487,11000000
674711,4.250202,11000000
674750,4.127117,11000000
674787,4.0172205,11000000
674876,3.9468865,11000000
674916,3.9512818,11000000
674952,3.8281968,11000000
675046,3.7490706,11000000
675086,3.661153,11000000
675124,3.5820274,11000000
675258,3.5776315,11000000
675302,3.4017959,11000000
675341,3.3974,11000000
677627,3.4193795,11000000
677679,3.4017959,11000000
677732,3.3138783,11000000
677790,3.2743149,11000000
677842,3.234752,11000000
677895,3.1732094,11000000
677951,3.1248546,11000000
678003,3.1644177,11000000
678059,3.0808957,11000000
678111,2.9753945,11000000
678171,2.865497,11000000
678223,2.759996,11000000
678284,2.8303301,11000000
678358,2.751204,11000000
678412,2.6457028,11000000
678465,2.742412,11000000
678522,2.8259342,11000000
678575,2.720433,11000000
678628,2.5709727,11000000
678686,2.5226178,11000000
678740,2.5138261,11000000
678794,2.562181,11000000
678851,2.513826,11000000
678905,2.3643658,11000000
678958,2.4434917,11000000
679014,2.3116152,11000000
679068,2.2808442,11000000
679119,2.3072193,11000000
679158,2.2368853,11000000
679267,2.1445715,11000000
679307,2.052258,11000000
679346,2.2280931,11000000
679436,2.1753428,11000000
679475,2.1050084,11000000
679514,2.0786328,11000000
679553,2.0302782,11000000
679627,2.0346742,11000000
679666,2.091821,11000000
679707,2.1357799,11000000
679802,2.0082989,11000000
679841,1.8588384,11000000
679880,1.924777,11000000
679969,1.9159851,11000000
680008,1.880818,11000000
680047,1.8500469,11000000
680126,1.7885046,11000000
680164,1.7533373,11000000
680202,1.8456509,11000000
680337,1.7621291,11000000
680378,1.6786072,11000000
680414,1.7929003,11000000
680457,1.6742113,11000000
682781,1.7621291,11000000
682834,1.6522318,11000000
682891,1.6873989,11000000
682946,1.6566277,11000000
682999,1.7621291,11000000
683052,1.6258566,11000000
683111,1.6698154,11000000
683161,1.5247511,11000000
683214,1.5775018,11000000
683280,1.5511265,11000000
683333,1.5994813,11000000
683386,1.5423346,11000000
683444,1.64344,11000000
683497,1.6698154,11000000
683550,1.5379387,11000000
683609,1.5115634,11000000
683661,1.2961648,11000000
683714,1.4763963,11000000
683773,1.4720005,11000000
683827,1.4807923,11000000
683878,1.5203552,11000000
683934,1.3621031,11000000
683989,1.4060619,11000000
684042,1.2609977,11000000
684094,1.4983757,11000000
684142,1.4895841,11000000
684180,1.2434142,11000000
684218,1.2829771,11000000
684340,1.287373,11000000
684379,1.3093525,11000000
684418,1.1994553,11000000
684455,1.3577073,11000000
684544,1.2829771,11000000
684585,1.1423087,11000000
684623,1.0807662,11000000
684716,1.2258307,11000000
684752,1.2082471,11000000
684790,1.1335169,11000000
684880,1.129121,11000000
684918,1.0499951,11000000
684956,1.045599,11000000
685048,1.0983498,11000000
685086,1.0631826,11000000
685125,1.1071416,11000000
685249,1.2302265,11000000
685297,1.1818717,11000000
685335,1.1159334,11000000
685370,1.1554964,11000000
685451,0.9796608,11000000
685490,1.1467046,11000000
685528,1.0939538,11000000
687898,1.1862675,11000000
687951,1.1423087,11000000
688004,1.1335169,11000000
688062,1.0631826,11000000
688115,1.0939538,11000000
688164,1.049995,11000000
688275,1.0587867,11000000
688326,1.0192238,11000000
688379,0.9928484,11000000
688437,0.94888955,11000000
688492,1.1598923,11000000
688544,1.1291211,11000000
688602,1.0807662,11000000
688656,1.0939538,11000000
688709,0.99724424,11000000
688768,0.97086895,11000000
688822,0.93570185,11000000
688875,1.0631826,11000000
688927,0.94888943,11000000
688984,0.92691004,11000000
689037,0.9796608,11000000
689091,0.91372234,11000000
689143,0.8873471,11000000
689181,0.9049306,11000000
689218,0.9444936,11000000
689338,0.96207714,11000000
689376,0.95768136,11000000
689413,0.8609718,11000000
689450,0.9796608,11000000
689539,0.9532854,11000000
689577,0.9444936,11000000
689614,0.86976355,11000000
689705,0.80822104,11000000
689742,0.83459646,11000000
689780,0.8038251,11000000
689870,0.8258047,11000000
689908,0.88295114,11000000
689946,0.8038252,11000000
690035,0.9928484,11000000
690075,0.86976355,11000000
690112,0.8785553,11000000
690248,1.0192237,11000000
690295,0.92251414,11000000
690330,1.0280155,11000000
690367,6.039329,11000000
690449,6.7250886,11000000
690486,6.575628,11000000
690523,6.364625,11000000
690614,6.215165,11000000
690651,6.171206,11000000
690688,6.048121,11000000
693005,5.9733915,11000000
693057,5.79316,11000000
693110,5.7755756,11000000
693168,5.5557814,11000000
693221,5.494239,11000000
693282,5.3096113,11000000
693350,5.1513596,11000000
693400,5.20411,11000000
693453,5.133776,11000000
693512,4.97992,11000000
693565,4.878814,11000000
693618,4.856835,11000000
693675,4.56231,11000000
693729,4.6502285,11000000
693783,4.553519,11000000
693838,4.5359354,11000000
693894,4.417246,11000000
693945,4.351308,11000000
693998,4.210639,11000000
694056,4.232619,11000000
694109,4.11393,11000000
694156,4.052387,11000000
694248,4.0391994,11000000
694293,3.960074,11000000
694329,3.8457806,11000000
694366,3.7095082,11000000
694453,3.7710502,11000000
694492,3.7007165,11000000
694529,3.6040065,11000000
694617,3.4193795,11000000
694654,3.4633381,11000000
694689,3.432567,11000000
694787,3.2831066,11000000
694824,3.3490453,11000000
694861,3.2743154,11000000
694958,3.2699192,11000000
694995,3.1688137,11000000
695032,3.1336465,11000000
695122,2.9182477,11000000
695161,2.8127465,11000000
695198,3.0940833,11000000
695232,2.786371,11000000
695368,2.8435178,11000000
695403,2.9534154,11000000
695439,2.9402275,11000000
695529,2.8083508,11000000
695566,2.7907672,11000000
695612,2.8611016,11000000
695699,2.7468085,11000000
695737,2.6676822,11000000
695772,2.5402014,11000000
698115,2.5358057,11000000
698169,2.5445974,11000000
698221,2.553389,11000000
698355,2.474263,11000000
698408,2.5841603,11000000
698458,2.4830549,11000000
698517,2.289636,11000000
698570,2.2632604,11000000
698623,2.2544687,11000000
698681,2.1753428,11000000
698736,2.2984276,11000000
698789,2.241281,11000000
698845,2.3248029,11000000
698900,2.1709468,11000000
698955,2.1929262,11000000
699006,2.1709466,11000000
699065,2.1577592,11000000
699118,2.047862,11000000
699164,2.1050086,11000000
699246,2.1753426,11000000
699297,2.0830293,11000000
699333,1.8324633,11000000
699370,1.9995072,11000000
699445,2.0654454,11000000
699482,1.96434,11000000
699519,2.003903,11000000
699619,1.9291731,11000000
699655,1.9115894,11000000
699691,1.9247768,11000000
699790,1.722566,11000000
699826,1.5467306,11000000
699863,1.6698154,11000000
699962,1.5379387,11000000
699998,1.7357537,11000000
700034,1.8280672,11000000
700129,1.7357538,11000000
700168,1.691795,11000000
700204,1.7533373,11000000
700238,1.6742115,11000000
700362,1.5335428,11000000
700396,1.6214607,11000000
700432,1.5379388,11000000
700529,1.564314,11000000
700565,1.6170647,11000000
700601,1.450021,11000000
700701,1.4324373,11000000
700739,1.5379388,11000000
700773,1.5115633,11000000
700866,1.5906894,11000000
700904,1.5643141,11000000
700940,1.5379386,11000000
703278,1.5555223,11000000
703331,1.3401237,11000000
703383,1.3093525,11000000
703443,1.3884785,11000000
703496,1.3401238,11000000
703546,1.3489153,11000000
703605,1.4148539,11000000
703658,1.2961648,11000000
703711,1.3401238,11000000
703768,1.3621032,11000000
703823,1.252206,11000000
703876,1.2522058,11000000
703932,1.212643,11000000
703990,1.2741854,11000000
704043,1.0763704,11000000
704095,1.1335169,11000000
704154,1.1247251,11000000
704193,1.2170389,11000000
704229,1.2434142,11000000
704272,1.2346224,11000000
704363,1.0631826,11000000
704400,1.0983498,11000000
704436,1.168684,11000000
704533,1.0148278,11000000
704572,1.1071417,11000000
704609,1.1115373,11000000
704705,1.1203291,11000000
704740,1.1115375,11000000
704776,1.2434142,11000000
704868,1.0412033,11000000
704905,1.0324115,11000000
704941,1.0763704,11000000
705034,1.0763705,11000000
705071,1.0543909,11000000
705106,1.1071415,11000000
705142,1.0543909,11000000
705279,1.1686839,11000000
705315,1.1335169,11000000
705352,1.0192238,11000000
705442,1.045599,11000000
705478,1.0763702,11000000
705515,1.0675786,11000000
705613,1.0587869,11000000
705653,1.0719744,11000000
705687,1.1642882,11000000
705784,1.1159332,11000000
705823,1.010432,11000000
705859,1.1423086,11000000
705949,1.0895579,11000000
705988,1.0851622,11000000
706024,1.0192238,11000000
706062,1.0236198,11000000
708390,0.92251426,11000000
708443,0.9928484,11000000
708500,1.0148278,11000000
708555,1.0587867,11000000
708605,0.9269101,11000000
708658,0.9444936,11000000
708716,0.88295126,11000000
708769,1.0368073,11000000
708822,0.9576813,11000000
708880,0.9752647,11000000
708933,0.97086906,11000000
708988,0.9928485,11000000
709047,0.94888955,11000000
709100,0.9972445,11000000
709152,0.9664731,11000000
709194,0.966473,11000000
709282,0.94449365,11000000
709319,0.92251414,11000000
709356,0.9269101,11000000
709445,0.89613885,11000000
709482,0.94888955,11000000
709519,0.98845255,11000000
709610,0.99724424,11000000
709650,0.9576813,11000000
709685,0.7906375,11000000
709772,0.931306,11000000
709812,5.023879,11000000
709849,6.663545,11000000
709943,6.4525423,11000000
709983,6.3030825,11000000
710020,6.1975813,11000000
710055,6.1799974,11000000
710139,5.810743,11000000
710178,5.5777607,11000000
710213,5.7360125,11000000
710356,5.617324,11000000
710392,5.516218,11000000
710429,5.331591,11000000
710518,5.4502807,11000000
710556,5.177735,11000000
710592,5.182132,11000000
710690,4.9315653,11000000
710728,4.887606,11000000
710764,4.887606,11000000
710854,4.848043,11000000
710893,4.7908964,11000000
710930,4.4436216,11000000
710966,4.4172463,11000000
711052,4.3688917,11000000
711090,4.2809734,11000000
711126,4.2633896,11000000
713499,4.223827,11000000
713552,4.171077,11000000
713606,4.056783,11000000
713664,4.1754723,11000000
713718,4.3073487,11000000
713768,3.9644694,11000000
713827,3.858968,11000000
713880,3.784238,11000000
713933,3.7578628,11000000
713991,3.753467,11000000
714044,3.590819,11000000
714097,3.5864232,11000000
714156,3.5688396,11000000
714202,3.5468602,11000000
714239,3.4105878,11000000
714284,3.239148,11000000
714362,3.2699192,11000000
714399,3.1336465,11000000
714437,3.195189,11000000
714526,3.1160629,11000000
714564,3.0149574,11000000
714602,2.9270396,11000000
714693,2.909456,11000000
714731,2.7907672,11000000
714769,2.865497,11000000
714859,2.759996,11000000
714897,2.6808698,11000000
714935,2.7204328,11000000
714973,2.6808696,11000000
715061,2.7248287,11000000
715100,2.6676822,11000000
715136,2.676474,11000000
715273,2.7643917,11000000
715312,2.60614,11000000
715350,2.562181,11000000
715437,2.4215124,11000000
715477,2.3863454,11000000
715513,2.390741,11000000
715601,2.3687615,11000000
715639,2.2940316,11000000
715677,2.1841345,11000000
715766,2.241281,11000000
715803,2.2193017,11000000
715841,2.043466,11000000
715879,2.3467822,11000000
715968,2.2544687,11000000
716006,2.0698411,11000000
716044,2.1709468,11000000
716134,2.1050084,11000000
716172,1.924777,11000000
716209,1.9775279,11000000
718605,2.0170906,11000000
718657,1.8676304,11000000
718710,1.8588387,11000000
718769,1.8324633,11000000
718823,1.8720262,11000000
718873,1.8984016,11000000
718931,1.7269619,11000000
718984,1.845651,11000000
719037,1.8192755,11000000
719095,1.7621291,11000000
719149,1.8236716,11000000
719197,1.647836,11000000
719237,1.7577331,11000000
719367,1.6522318,11000000
719406,1.6170648,11000000
719443,1.7533373,11000000
719536,1.7181702,11000000
719577,1.8060881,11000000
719616,1.6038771,11000000
719696,1.4412292,11000000
719735,1.7137743,11000000
719773,1.7137743,11000000
719865,1.5950853,11000000
719904,1.5994812,11000000
719942,1.5950853,11000000
719981,1.5511265,11000000
720071,1.4895838,11000000
720109,1.489584,11000000
720148,1.5071676,11000000
720277,1.410458,11000000
720314,1.4632087,11000000
720353,1.2873731,11000000
720437,1.3225402,11000000
720479,1.3357279,11000000
720516,1.401666,11000000
720608,1.3533113,11000000
720649,1.2522058,11000000
720686,1.4939799,11000000
720779,1.4939798,11000000
720820,1.1994551,11000000
720859,1.1774758,11000000
720896,1.2170388,11000000
720977,1.0368073,11000000
721019,1.2829771,11000000
721057,1.208247,11000000
721142,1.0939538,11000000
721183,1.0412033,11000000
721220,1.2741854,11000000
721349,1.2961649,11000000
721390,1.2346224,11000000
721429,1.2873732,11000000
723716,1.2126429,11000000
723769,1.2609977,11000000
723822,1.2609978,11000000
723880,1.0675786,11000000
723934,1.1379128,11000000
723984,1.2258307,11000000
724042,1.1247251,11000000
724095,1.0631827,11000000
724149,1.2917688,11000000
724202,1.0719745,11000000
724299,1.0631826,11000000
724352,1.0675786,11000000
724409,1.0983498,11000000
724473,1.1247251,11000000
724541,1.0499951,11000000
724612,1.0236197,11000000
724681,0.90932655,11000000
724751,1.0675786,11000000
724821,1.093954,11000000
724889,1.0939538,11000000
724959,0.9928484,11000000
725027,0.9444936,11000000
725096,1.0324113,11000000
725166,1.0983498,11000000
725235,1.1159333,11000000
725301,1.0016402,11000000
725349,1.010432,11000000
725389,1.0455992,11000000
725428,0.8917429,11000000
725468,1.0368073,11000000
725512,0.9532854,11000000
725555,1.0763704,11000000
725592,0.98405665,11000000
725633,0.92251414,11000000
725676,0.86097175,11000000
725716,0.93570197,11000000
725756,0.9752649,11000000
725796,0.8389923,11000000
725841,0.8389923,11000000
725881,0.7906375,11000000
725921,0.88734704,11000000
725961,0.92691004,11000000
726057,0.92251414,11000000
726098,0.97526485,11000000
726137,0.85218,11000000
726269,0.8565758,11000000
726308,1.0412033,11000000
726347,0.9444936,11000000
726429,0.891743,11000000
726471,0.931306,11000000
726508,1.1247251,11000000
728828,0.9357017,11000000
728880,0.81261694,11000000
728931,0.94449365,11000000
728989,0.9400977,11000000
729047,0.88734704,11000000
729110,0.9400978,11000000
729155,0.88734704,11000000
729208,0.94888943,11000000
729264,0.85218,11000000
729328,0.8258047,11000000
729381,3.0193534,11000000
729436,6.8525686,11000000
729492,6.641566,11000000
729547,6.4569383,11000000
729599,6.2503314,11000000
729652,6.2986865,11000000
729710,6.1096635,11000000
729764,6.1536226,11000000
729816,5.8678894,11000000
729873,5.938224,11000000
729928,5.8239303,11000000
729979,5.643699,11000000
730037,5.3975296,11000000
730092,5.256861,11000000
730144,5.221694,11000000
730196,5.2612567,11000000
730266,5.2524652,11000000
730305,5.023879,11000000
730343,4.843647,11000000
730434,4.7996883,11000000
730473,4.773313,11000000
730511,4.8084803,11000000
730600,4.6370406,11000000
730641,4.58429,11000000
730678,4.3205366,11000000
730717,4.3205366,11000000
730805,4.237015,11000000
730843,4.2018476,11000000
730882,4.1490965,11000000
730969,3.9952404,11000000
731008,3.9336982,11000000
731046,3.7710502,11000000
731134,3.8765519,11000000
731173,3.9644694,11000000
731211,3.7886338,11000000
731340,3.828197,11000000
731380,3.6875286,11000000
731418,3.3886082,11000000
731506,3.4281712,11000000
731544,3.4897137,11000000
731580,3.5204844,11000000
731621,3.3622327,11000000
733979,3.1820016,11000000
734035,3.3534412,11000000
734090,3.309482,11000000
734147,3.3534408,11000000
734200,3.1424382,11000000
734258,3.0852916,11000000
734362,3.164418,11000000
734415,3.1336465,11000000
734468,2.9885821,11000000
734526,2.9358313,11000000
734579,2.909456,11000000
734632,2.883081,11000000
734690,2.7819753,11000000
734744,2.7292247,11000000
734798,2.7687876,11000000
734855,2.5973477,11000000
734909,2.5709727,11000000
734961,2.685266,11000000
735018,2.6720781,11000000
735072,2.6500988,11000000
735125,2.4698672,11000000
735178,2.4171164,11000000
735267,2.403929,11000000
735303,2.4962425,11000000
735339,2.3951373,11000000
735436,2.364366,11000000
735472,2.2852397,11000000
735509,2.1709466,11000000
735600,2.1489673,11000000
735639,2.2500727,11000000
735674,2.1489673,11000000
735710,2.1357796,11000000
735803,1.8896097,11000000
735840,1.8764222,11000000
735876,2.0170906,11000000
735968,1.9467566,11000000
